Make,Model,Type,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,14.5,10.1,12.5,23,288
MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.8,13.1,22,301
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,AS7,Z,14.4,9.8,12.3,23,283
MERCEDES-BENZ,S 63 AMG COUPE,COMPACT,5.5,8,AS7,Z,15.7,10.1,13.2,21,304
MERCEDES-BENZ,S 65 AMG COUPE,COMPACT,6,12,AS7,Z,18,11.3,15,19,345
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,AS6,Z,9.4,7.9,8.7,32,200
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M6,Z,8.4,6.4,7.5,38,172
MINI,COOPER PACEMAN,COMPACT,1.6,4,AS6,Z,9.4,7.9,8.7,32,200
MINI,COOPER PACEMAN,COMPACT,1.6,4,M6,Z,8.4,6.4,7.5,38,172
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.8,9,31,207
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32,200
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.8,9,31,207
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32,200
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.8,9,31,207
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32,200
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.8,9,31,207
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32,200
MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,9.2,6.9,8.2,34,189
MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.6,6.9,8.4,34,193
MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,8.2,9.5,30,219
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,AM6,Z,14.2,10.5,12.5,23,288
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,M5,Z,14,10.3,12.3,23,283
MITSUBISHI,LANCER RALLIART,COMPACT,2,4,AM6,Z,13.4,9.4,11.6,24,267
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.3,5.9,48,136
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7,5.5,6.4,44,147
NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,36,179
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,37,177
NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.5,6,6.8,42,156
NISSAN,VERSA,COMPACT,1.6,4,M5,X,8.6,6.5,7.7,37,177
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16,396
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2,16,396
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.6,9,31,207
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.7,9,31,207
SUBARU,IMPREZA AWD,COMPACT,2,4,AV6,X,8.5,6.4,7.6,37,175
SUBARU,IMPREZA AWD,COMPACT,2,4,M5,X,9.5,7,8.4,34,193
SUBARU,WRX,COMPACT,2,4,AV8,Z,12.4,9.4,11.1,25,255
SUBARU,WRX,COMPACT,2,4,M6,Z,11.1,8.3,9.8,29,225
SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23,281
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.5,5.1,4.8,59,110
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.8,6.6,7.3,39,168
TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.7,6.3,7.1,40,163
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,33,196
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32,200
VOLKSWAGEN,BEETLE,COMPACT,2,4,AM6,Z,10,7.9,9.1,31,209
VOLKSWAGEN,BEETLE,COMPACT,2,4,M6,Z,10.4,7.7,9.2,31,212
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,AM6,D,7.6,5.7,6.9,41,183
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,M6,D,7.6,5.7,6.9,41,184
VOLKSWAGEN,CC,COMPACT,2,4,AM6,Z,10.7,7.7,9.3,30,214
VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,11.4,7.4,9.6,29,221
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,Z,13.9,9.3,11.8,24,271
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1,35,186
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8,35,184
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2,4,AM6,D,7.6,5.5,6.5,43,177
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2,4,M6,D,7.8,5.2,6.5,43,178
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM6,Z,9.5,7.2,8.5,33,196
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M6,Z,9.4,6.9,8.3,34,191
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,X,9.3,6.3,7.9,36,182
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.3,6.3,8,35,184
VOLKSWAGEN,JETTA,COMPACT,2,4,AS6,X,10.4,7,8.9,32,205
VOLKSWAGEN,JETTA,COMPACT,2,4,M5,X,9.5,6.9,8.4,34,193
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,AM6,D,7.6,5.2,6.5,43,175
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,M6,D,7.6,5.1,6.5,43,176
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,AM6,Z,10,7.3,8.8,32,202
VOLKSWAGEN,JETTA GLI,COMPACT,2,4,M6,Z,10.3,7.2,8.9,32,205
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,AM7,Z,5.6,4.9,5.3,53,122
VOLVO,S60 POLESTAR AWD,COMPACT,3,6,AS6,X,12.8,8.9,11,26,253
VOLVO,S60 T5 ,COMPACT,2,4,AS8,X,9.8,6.6,8.4,34,193
VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,232
VOLVO,S60 T6   ,COMPACT,2,4,AS8,Z,10.1,7.3,8.9,32,205
VOLVO,S60 T6 AWD,COMPACT,3,6,AS6,X,12.9,9,11.2,25,258
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.3,6.6,8.1,35,189
ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,34,196
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,226
AUDI,A4,COMPACT,2,4,AV8,Z,9.9,7.6,8.9,32,212
AUDI,A4 QUATTRO,COMPACT,2,4,AS8,Z,11,7.8,9.6,29,224
AUDI,A4 QUATTRO,COMPACT,2,4,M6,Z,10.6,7.3,9.1,31,214
AUDI,Q3,COMPACT,2,4,AS6,Z,12,8.2,10.3,27,242
AUDI,Q3 QUATTRO,COMPACT,2,4,AS6,Z,11.9,8.4,10.3,27,240
AUDI,S4 QUATTRO,COMPACT,3,6,AM7,Z,13,8.5,11,26,257
AUDI,S4 QUATTRO,COMPACT,3,6,M6,Z,13.8,9,11.7,24,273
BENTLEY,CONTINENTAL GT,COMPACT,4,8,AS8,Z,16.1,9.4,13.1,22,307
BENTLEY,CONTINENTAL GT,COMPACT,6,12,AS8,Z,18.9,11.2,15.4,18,360
BMW,320i,COMPACT,2,4,AS8,Z,9.9,6.5,8.4,34,197
BMW,320i,COMPACT,2,4,M6,Z,10.7,7,9,31,211
BMW,320i xDRIVE,COMPACT,2,4,AS8,Z,10.4,6.8,8.8,32,207
BMW,328d xDRIVE,COMPACT,2,4,AS8,D,7.7,5.7,6.8,42,183
BMW,328i xDRIVE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,340i,COMPACT,3,6,AS8,Z,10.9,7.2,9.3,30,217
BMW,340i,COMPACT,3,6,M6,Z,11.6,7.8,9.9,29,231
BMW,340i xDRIVE,COMPACT,3,6,AS8,Z,10.9,7.3,9.3,30,216
BMW,340i xDRIVE,COMPACT,3,6,M6,Z,11.9,8.3,10.3,27,241
BMW,428i COUPE,COMPACT,2,4,AS8,Z,9.9,6.5,8.4,34,197
BMW,428i COUPE,COMPACT,2,4,M6,Z,10.7,7,9,31,211
BMW,428i GRAN COUPE,COMPACT,2,4,AS8,Z,10.8,6.7,8.9,32,211
BMW,428i GRAN COUPE,COMPACT,2,4,M6,Z,10.9,6.8,9,31,210
BMW,428i xDRIVE COUPE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,428i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,435i COUPE,COMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232
BMW,435i COUPE,COMPACT,3,6,M6,Z,12.1,8.4,10.5,27,246
BMW,435i xDRIVE COUPE,COMPACT,3,6,AS8,Z,12,7.9,10.2,28,238
BMW,435i xDRIVE COUPE,COMPACT,3,6,M6,Z,12.3,8.4,10.5,27,247
BMW,435i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,12,7.9,10.2,28,238
BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.9,8.1,10.2,28,238
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,14.4,9.6,12.3,23,288
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
BMW,M3,COMPACT,3,6,AM7,Z,14.1,9.7,12.1,23,284
BMW,M3,COMPACT,3,6,M6,Z,13.7,9,11.6,24,271
BMW,M4 COUPE,COMPACT,3,6,AM7,Z,14.1,9.7,12.1,23,284
BMW,M4 COUPE,COMPACT,3,6,M6,Z,13.7,9,11.6,24,271
BMW,M6,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
BMW,M6,COMPACT,4.4,8,M6,Z,16.1,10.9,13.7,21,321
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.1,10.9,13.7,21,321
BUICK,VERANO,COMPACT,2,4,AS6,Z,11.4,7.9,9.8,29,231
BUICK,VERANO,COMPACT,2,4,M6,Z,11.6,7.6,9.8,29,230
BUICK,VERANO,COMPACT,2.4,4,AS6,X,11.3,7.4,9.6,29,224
CADILLAC,ATS,COMPACT,2,4,AS8,Z,10.5,7.6,9.2,31,215
CADILLAC,ATS,COMPACT,2,4,M6,Z,12,8.1,10.3,27,240
CADILLAC,ATS,COMPACT,2.5,4,AS8,X,10.6,7.3,9.1,31,214
CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,7.9,9.9,29,233
CADILLAC,ATS AWD,COMPACT,2,4,AS8,Z,10.8,7.8,9.4,30,221
CADILLAC,ATS AWD,COMPACT,3.6,6,AS8,X,12.2,8.5,10.5,27,247
CADILLAC,ATS-V,COMPACT,3.6,6,AS8,Z,14.7,9.8,12.5,23,293
CADILLAC,ATS-V,COMPACT,3.6,6,M6,Z,14.2,10.2,12.4,23,289
CHEVROLET,CAMARO,COMPACT,2,4,AS8,Z,10.9,7.5,9.3,30,218
CHEVROLET,CAMARO,COMPACT,2,4,M6,Z,11.4,7.9,9.8,29,229
CHEVROLET,CAMARO,COMPACT,3.6,6,AS8,X,12.3,8.5,10.6,27,248
CHEVROLET,CAMARO,COMPACT,3.6,6,M6,X,13.2,8.7,11.2,25,261
CHEVROLET,CAMARO SS,COMPACT,6.2,8,AS8,Z,14.2,8.4,11.6,24,272
CHEVROLET,CAMARO SS,COMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284
CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,X,7.8,5.6,6.8,42,159
CHEVROLET,CRUZE,COMPACT,1.4,4,M6,X,8.2,5.8,7.1,40,167
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,X,7.8,5.9,6.9,41,160
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,9,6.8,8,35,188
CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.5,6.2,7.5,38,175
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.6,6.7,8.3,34,195
CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9,6.8,8,35,187
CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,9.5,7.1,8.4,34,195
CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,8.9,7,8,35,189
FORD,FIESTA ST,COMPACT,1.6,4,M6,X,9,7.1,8.1,35,191
FORD,FOCUS,COMPACT,1,3,AS6,X,8.5,5.9,7.3,39,171
FORD,FOCUS,COMPACT,1,3,M6,X,7.8,5.7,6.8,42,160
FORD,FOCUS FFV,COMPACT,2,4,AM6,X,8.9,6,7.6,37,178
FORD,FOCUS FFV,COMPACT,2,4,AM6,E,11.9,8.3,10.3,27,170
FORD,FOCUS FFV,COMPACT,2,4,AS6,X,9,6.2,7.8,36,183
FORD,FOCUS FFV,COMPACT,2,4,AS6,E,12.1,8.6,10.5,27,175
FORD,FOCUS FFV,COMPACT,2,4,M5,X,9.2,6.6,8,35,188
FORD,FOCUS FFV,COMPACT,2,4,M5,E,12.3,8.9,10.8,26,179
HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,7.5,5.6,6.7,42,155
HONDA,CIVIC COUPE,COMPACT,2,4,AV,X,7.8,5.8,6.9,41,162
HONDA,CIVIC COUPE,COMPACT,2,4,M6,X,8.9,6.1,7.7,37,179
HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,8.9,6.3,7.7,37,179
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.3,7.6,37,176
HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.3,6.5,7.5,38,177
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,8.8,6.7,7.8,36,186
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AM6,X,8.9,7.1,8.1,35,191
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.4,7,8.3,34,197
INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.4,6.9,7.7,37,181
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.6,8.2,34,193
KIA,FORTE KOUP,COMPACT,1.6,4,AS6,X,10.6,7.8,9.4,30,218
KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,222
KIA,FORTE KOUP,COMPACT,2,4,AS6,X,9.7,7.1,8.6,33,200
KIA,FORTE KOUP,COMPACT,2,4,M6,X,10,7.4,8.8,32,206
KIA,RIO,COMPACT,1.6,4,AS6,X,8.7,6.3,7.7,37,178
KIA,RIO,COMPACT,1.6,4,M6,X,8.8,6.4,7.7,37,179
KIA,RIO ECO,COMPACT,1.6,4,AS6,X,8.5,6.3,7.6,37,175
LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.9,5.7,50,132
LEXUS,GS F,COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293
LEXUS,IS 200t,COMPACT,2,4,AS8,Z,10.6,7.2,9,31,212
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.1,25,258
LEXUS,IS 350,COMPACT,3.5,6,AS8,Z,12.3,8.5,10.6,27,246
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.1,25,258
MAZDA,CX-3,COMPACT,2,4,AS6,X,8.2,6.7,7.6,37,179
MAZDA,CX-3 4WD,COMPACT,2,4,AS6,X,8.8,7.3,8.1,35,189
MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,7.9,5.7,6.9,41,162
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,8,5.8,7,40,165
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,173
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.2,5.9,7.2,39,169
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,9.3,6.4,8,35,189
MERCEDES-BENZ,AMG C 63,COMPACT,4,8,AS7,Z,13.4,9.6,11.7,24,268
MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,AS7,Z,13.4,9.6,11.7,24,268
MERCEDES-BENZ,AMG CLA 45,COMPACT,2,4,AS7,Z,10.2,7.7,9.1,31,214
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.8,13.1,22,308
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13,22,313
MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6,12,AS7,Z,18,11.3,15,19,355
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,AS7,Z,10.1,7.8,9,31,212
MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,COMPACT,3,6,AS7,Z,11.1,9.6,10.4,27,231
MERCEDES-BENZ,CLA 250,COMPACT,2,4,AS7,Z,9.4,6.4,8.1,35,188
MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2,4,AS7,Z,9.8,7.1,8.6,33,198
MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2,4,AS7,E,13.1,9.8,11.6,24,198
MERCEDES-BENZ,CLS 400 4MATIC,COMPACT,3,6,AS7,Z,12.2,8.8,10.7,26,252
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,13.7,9.3,11.7,24,277
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,AS7,Z,14.4,9.8,12.3,23,289
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9,31,212
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9,31,212
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9,31,212
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9,31,212
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201
MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,8.6,6.8,7.8,36,181
MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.6,7,8.4,34,198
MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,9.8,7.6,8.8,32,204
MITSUBISHI,LANCER,COMPACT,2.4,4,M5,X,10.5,7.7,9.2,31,217
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,10.2,7.8,9.1,31,210
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.3,5.9,48,139
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7,5.6,6.3,45,147
NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,36,184
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,37,182
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16,403
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2,16,404
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.6,9,31,211
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.7,9,31,210
SUBARU,IMPREZA AWD,COMPACT,2,4,AV6,X,8.5,6.4,7.6,37,177
SUBARU,IMPREZA AWD,COMPACT,2,4,M5,X,9.5,7,8.4,34,197
SUBARU,WRX,COMPACT,2,4,AV8,Z,12.5,9.5,11.2,25,254
SUBARU,WRX,COMPACT,2,4,M6,Z,11.3,8.4,10,28,233
SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23,285
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.5,5.1,4.7,60,111
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.2,5.6,6.4,44,151
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,7.6,5.7,6.7,42,157
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,7.8,6.6,7.3,39,170
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,7.7,6.3,7.1,40,165
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7,8.4,34,196
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.5,6.9,8.4,34,196
VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,X,9.7,7.5,8.7,32,203
VOLKSWAGEN,CC,COMPACT,2,4,AM6,Z,10.7,7.7,9.3,30,217
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1,35,189
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8,35,187
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,AM6,X,9.5,7.2,8.5,33,198
VOLKSWAGEN,GOLF GTI,COMPACT,2,4,M6,X,9.4,6.9,8.3,34,193
VOLKSWAGEN,GOLF R,COMPACT,2,4,AM6,Z,10.4,7.9,9.3,30,216
VOLKSWAGEN,GOLF R,COMPACT,2,4,M6,Z,10.9,7.7,9.4,30,220
VOLKSWAGEN,JETTA,COMPACT,1.4,4,AS6,X,8.5,6,7.3,39,173
VOLKSWAGEN,JETTA,COMPACT,1.4,4,M5,X,8.3,5.9,7.2,39,168
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,X,9.2,6.4,8,35,186
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.4,6.4,8.1,35,189
VOLKSWAGEN,JETTA,COMPACT,2,4,AM6,X,9.8,7,8.6,33,201
VOLKSWAGEN,JETTA,COMPACT,2,4,M6,X,10.1,7.2,8.8,32,207
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,AM7,Z,5.7,4.9,5.3,53,124
VOLVO,S60 CC T5 AWD,COMPACT,2.5,5,AS6,X,11.8,8.6,10.3,27,239
VOLVO,S60 INSCRIPTION,COMPACT,2,4,AS8,X,9.6,6.7,8.3,34,193
VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,233
VOLVO,S60 T5,COMPACT,2,4,AS8,X,9.6,6.7,8.3,34,193
VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,233
VOLVO,S60 T6,COMPACT,2,4,AS8,Z,10.6,7.7,9.3,30,218
VOLVO,S60 T6 AWD,COMPACT,2,4,AS8,Z,11.3,8.2,9.9,29,231
VOLVO,S60 3.0T AWD,COMPACT,3,6,AS6,X,13,9,11.2,25,259
VOLVO,S60 POLESTAR,COMPACT,3,6,AS6,X,13,9,11.2,25,259
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.4,6.8,8.2,34,192
ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,34,197
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,226
AUDI,A4 ULTRA,COMPACT,2,4,AM7,Z,8.6,6.4,7.6,37,177
AUDI,A4 QUATTRO,COMPACT,2,4,AM7,Z,9.8,7.7,8.8,32,205
AUDI,A4 QUATTRO,COMPACT,2,4,M6,Z,9.9,7,8.6,33,204
AUDI,Q3,COMPACT,2,4,AS6,Z,11.9,8.4,10.3,27,243
AUDI,Q3 QUATTRO,COMPACT,2,4,AS6,Z,11.9,8.4,10.3,27,241
BENTLEY,CONTINENTAL GT,COMPACT,4,8,AS8,Z,16.1,9.4,13.1,22,307
BENTLEY,CONTINENTAL GT,COMPACT,6,12,AS8,Z,18.9,11.2,15.4,18,360
BMW,320i,COMPACT,2,4,AS8,Z,10,6.5,8.4,34,200
BMW,320i,COMPACT,2,4,M6,Z,10.2,6.7,8.6,33,202
BMW,320i xDRIVE,COMPACT,2,4,AS8,Z,10.3,6.9,8.8,32,206
BMW,328d xDRIVE,COMPACT,2,4,AS8,D,7.9,5.9,7,40,189
BMW,330i xDRIVE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW,340i,COMPACT,3,6,AS8,Z,11.1,7.8,9.6,29,224
BMW,340i,COMPACT,3,6,M6,Z,12.2,8.2,10.4,27,242
BMW,340i xDRIVE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228
BMW,340i xDRIVE,COMPACT,3,6,M6,Z,12.2,8.5,10.5,27,246
BMW,430i xDRIVE COUPE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW,430i xDRIVE GRAN COUPE,COMPACT,2,4,AS8,Z,10.5,7.4,9.1,31,213
BMW,440i COUPE,COMPACT,3,6,AS8,Z,11.1,7.8,9.6,29,224
BMW,440i COUPE,COMPACT,3,6,M6,Z,12.2,8.2,10.4,27,242
BMW,440i xDRIVE COUPE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228
BMW,440i xDRIVE COUPE,COMPACT,3,6,M6,Z,12.2,8.5,10.5,27,246
BMW,440i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228
BMW,640i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,12.4,8.4,10.6,27,249
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,13.8,9.1,11.7,24,273
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292
BMW,M3,COMPACT,3,6,AM7,Z,14,9.7,12.1,23,284
BMW,M3,COMPACT,3,6,M6,Z,13.7,9.1,11.7,24,273
BMW,M4 COUPE,COMPACT,3,6,AM7,Z,14,9.7,12.1,23,284
BMW,M4 COUPE,COMPACT,3,6,M6,Z,13.7,9.1,11.7,24,273
